product_name,price,picture,calorie,protein,fat,carbohydrate,sugar,fiber,salt,url
背脂にんにく豚チャーハン,697,https://www.lawson.co.jp/recommend/original/detail/img/l790252.jpg,824,25.3,20.5,136.4,132.9,3.5,6.26,https://www.lawson.co.jp/recommend/original/detail/1509531_1996.html
よくばり合体メシ　キムチ炒飯＆背脂焼ラーメン,754,https://www.lawson.co.jp/recommend/original/detail/img/l789446.jpg,"1,064",29.7,34.1,163.6,155.3,8.3,8.34,https://www.lawson.co.jp/recommend/original/detail/1509267_1996.html
よくばりサンド　レタス＆照焼チキン,333,https://www.lawson.co.jp/recommend/original/detail/img/l795119.jpg,223,9.2,10.3,24.1,22.6,1.5,1.76,https://www.lawson.co.jp/recommend/original/detail/1510740_1996.html
ベーコンエッグロール,333,https://www.lawson.co.jp/recommend/original/detail/img/l793278.jpg,258,11.4,12.8,24.8,23.8,1,1.48,https://www.lawson.co.jp/recommend/original/detail/1510739_1996.html
モンブランサンド,419,https://www.lawson.co.jp/recommend/original/detail/img/l792595.jpg,309,5.4,13.3,42.9,41,1.9,0.49,https://www.lawson.co.jp/recommend/original/detail/1510291_1996.html
たまごサンド,297,https://www.lawson.co.jp/recommend/original/detail/img/l785178.jpg,297,9.1,19,22.7,21.9,0.8,1.69,https://www.lawson.co.jp/recommend/original/detail/1506440_1996.html
ツナたまごサンド,297,https://www.lawson.co.jp/recommend/original/detail/img/l790272.jpg,320,9.3,20.9,24.3,23.2,1.1,1.47,https://www.lawson.co.jp/recommend/original/detail/1509277_1996.html
ハムたまごサンド,383,https://www.lawson.co.jp/recommend/original/detail/img/l784953.jpg,319,13.4,17.5,27.5,26.3,1.2,2.49,https://www.lawson.co.jp/recommend/original/detail/1506439_1996.html
ミックスサンド,333,https://www.lawson.co.jp/recommend/original/detail/img/l790270.jpg,320,11.2,18.4,28.1,26.7,1.4,1.84,https://www.lawson.co.jp/recommend/original/detail/1509276_1996.html
野菜ミックスサンド,354,https://www.lawson.co.jp/recommend/original/detail/img/l778883.jpg,226,7.2,10.6,26.1,24.6,1.5,1.37,https://www.lawson.co.jp/recommend/original/detail/1503559_1996.html
レタスサンド,343,https://www.lawson.co.jp/recommend/original/detail/img/l784952.jpg,216,8.4,10.5,22.6,21.2,1.4,1.84,https://www.lawson.co.jp/recommend/original/detail/1506438_1996.html
ポテトサラダサンド,297,https://www.lawson.co.jp/recommend/original/detail/img/l790260.jpg,231,6.9,10,29.4,27.2,2.2,1.66,https://www.lawson.co.jp/recommend/original/detail/1508863_1996.html
BLTEサンド,430,https://www.lawson.co.jp/recommend/original/detail/img/l785106.jpg,207,9.7,7.5,25.9,24.5,1.4,1.49,https://www.lawson.co.jp/recommend/original/detail/1507412_1996.html
ハムサンド,343,https://www.lawson.co.jp/recommend/original/detail/img/l775769.jpg,249,10.4,10,30,28.6,1.4,2.29,https://www.lawson.co.jp/recommend/original/detail/1404254_1996.html
ハムチーズたまごサンド,365,https://www.lawson.co.jp/recommend/original/detail/img/l778403.jpg,253,12,12.2,24.3,23.1,1.2,2.02,https://www.lawson.co.jp/recommend/original/detail/1500454_1996.html
チキンカツサンド,419,https://www.lawson.co.jp/recommend/original/detail/img/l757804.jpg,364,13.2,16.7,41.1,39.2,1.9,2.6,https://www.lawson.co.jp/recommend/original/detail/1488100_1996.html
ハムカツ＆焼そばサンド,322,https://www.lawson.co.jp/recommend/original/detail/img/l787597.jpg,345,9.9,15.3,42.9,41.1,1.8,2.71,https://www.lawson.co.jp/recommend/original/detail/1507881_1996.html
照焼チキンたまごサンド,365,https://www.lawson.co.jp/recommend/original/detail/img/l789454.jpg,238,13,9.1,26.6,25.5,1.1,2.26,https://www.lawson.co.jp/recommend/original/detail/1508281_1996.html
コロッケサンド,297,https://www.lawson.co.jp/recommend/original/detail/img/l783603.jpg,442,7.5,20.8,57.8,54.7,3.1,2.53,https://www.lawson.co.jp/recommend/original/detail/1505533_1996.html
大きなサンドイッチ　オムレツサンド,451,https://www.lawson.co.jp/recommend/original/detail/img/l781587_1.jpg,519,20.1,26.1,52.1,49.8,2.3,3.13,https://www.lawson.co.jp/recommend/original/detail/1509555_1996.html
大きなサンドイッチ　野菜照焼チキンサンド,451,https://www.lawson.co.jp/recommend/original/detail/img/l781586.jpg,445,19.5,17.4,54.1,51.3,2.8,3.13,https://www.lawson.co.jp/recommend/original/detail/1510078_1996.html
ハムたまごBOX,365,https://www.lawson.co.jp/recommend/original/detail/img/l787600.jpg,251,10.7,11.1,27.7,26.3,1.4,1.89,https://www.lawson.co.jp/recommend/original/detail/1508158_1996.html
ヒレカツBOX,473,https://www.lawson.co.jp/recommend/original/detail/img/l784957.jpg,393,14.6,19.5,41,38.7,2.3,2.81,https://www.lawson.co.jp/recommend/original/detail/1506435_1996.html
ROLLサンド　海老とツナポテト,397,https://www.lawson.co.jp/recommend/original/detail/img/l790262.jpg,307,10.4,17.2,28.9,26.4,2.5,1.76,https://www.lawson.co.jp/recommend/original/detail/1508862_1996.html
ROLLサンド　牛カルビ,430,https://www.lawson.co.jp/recommend/original/detail/img/l791963.jpg,336,11.6,18.6,31.9,29.4,2.5,2.06,https://www.lawson.co.jp/recommend/original/detail/1509556_1996.html
ホットドッグ,235,https://www.lawson.co.jp/recommend/original/detail/img/l778401.jpg,271,10.1,15.5,23.4,22.2,1.2,1.56,https://www.lawson.co.jp/recommend/original/detail/1500455_1996.html
チーズバーガー,268,https://www.lawson.co.jp/recommend/original/detail/img/l754531.jpg,314,15,15.3,30.4,27.8,2.6,1.91,https://www.lawson.co.jp/recommend/original/detail/1502339_1996.html
ピザロール　ベーコン＆たまご,297,https://www.lawson.co.jp/recommend/original/detail/img/l792596.jpg,202,9.4,7.7,24.6,22.7,1.9,1.5,https://www.lawson.co.jp/recommend/original/detail/1510738_1996.html
ピザロール　クアトロフォルマッジ,297,https://www.lawson.co.jp/recommend/original/detail/img/l763204.jpg,230,10.3,8.9,28,26.2,1.8,1.6,https://www.lawson.co.jp/recommend/original/detail/1493577_1996.html
ピザロール　あらびきウインナー2本,365,https://www.lawson.co.jp/recommend/original/detail/img/l763203.jpg,320,12.5,16.6,31.3,29.1,2.2,2.1,https://www.lawson.co.jp/recommend/original/detail/1493875_1996.html
ピザロール　ハム＆チーズ,257,https://www.lawson.co.jp/recommend/original/detail/img/l763202.jpg,199,11.9,6.2,25.1,22.9,2.2,1.9,https://www.lawson.co.jp/recommend/original/detail/1493874_1996.html
ピザロール　マルゲリータ,257,https://www.lawson.co.jp/recommend/original/detail/img/l763201.jpg,195,10.5,5.9,26,23.7,2.3,1.4,https://www.lawson.co.jp/recommend/original/detail/1493873_1996.html
ピザロール　アラビアータ,297,https://www.lawson.co.jp/recommend/original/detail/img/l785454.jpg,183,8.9,5.7,25.2,22.8,2.4,1.7,https://www.lawson.co.jp/recommend/original/detail/1507609_1996.html
バターソースとふわふわパンケーキ,257,https://www.lawson.co.jp/recommend/original/detail/img/l770976.jpg,227,5,11.5,26.4,25.1,1.3,0.5,https://www.lawson.co.jp/recommend/original/detail/1494409_1996.html
デニッシュドーナツ,138,https://www.lawson.co.jp/recommend/original/detail/img/l794231.jpg,517,6,35.8,43.5,42.1,1.4,0.6,https://www.lawson.co.jp/recommend/original/detail/1510732_1996.html
キャラメルナッツデニッシュ,171,https://www.lawson.co.jp/recommend/original/detail/img/l794241.jpg,332,4.1,19,36.7,35.4,1.3,0.4,https://www.lawson.co.jp/recommend/original/detail/1510731_1996.html
ふんわりコッペ　3種盛り,235,https://www.lawson.co.jp/recommend/original/detail/img/l795210.jpg,316,9.9,14.8,36.5,35.1,1.4,2.1,https://www.lawson.co.jp/recommend/original/detail/1510730_1996.html
こんがりチーズのハム＆マヨパン　2個入,160,https://www.lawson.co.jp/recommend/original/detail/img/l795176.jpg,147,4.5,6.9,16.9,16.3,0.6,0.9,https://www.lawson.co.jp/recommend/original/detail/1510729_1996.html
至福のマロン＆マロン,160,https://www.lawson.co.jp/recommend/original/detail/img/l783245.jpg,345,5.6,11.5,55.6,54.2,1.4,0.4,https://www.lawson.co.jp/recommend/original/detail/1510270_1996.html
至福のチーズ＆チーズ,181,https://www.lawson.co.jp/recommend/original/detail/img/l783246.jpg,380,7.1,17.3,49.6,48.3,1.3,0.6,https://www.lawson.co.jp/recommend/original/detail/1510269_1996.html
とろ〜り半熟卵のカレーパン,225,https://www.lawson.co.jp/recommend/original/detail/img/l791861.jpg,308,8.3,14.3,37.7,35.4,2.3,1.7,https://www.lawson.co.jp/recommend/original/detail/1510268_1996.html
とろ〜り半熟卵のミートチーズパン,225,https://www.lawson.co.jp/recommend/original/detail/img/l791862.jpg,184,7.7,5.3,27.6,25.3,2.3,1.5,https://www.lawson.co.jp/recommend/original/detail/1510267_1996.html
シーチキン®明太マヨパン,192,https://www.lawson.co.jp/recommend/original/detail/img/l793175.jpg,261,6.7,13,30.3,28.3,2,1.9,https://www.lawson.co.jp/recommend/original/detail/1510266_1996.html
紅はるかのスティックパイ　4本入,192,https://www.lawson.co.jp/recommend/original/detail/img/l795030.jpg,141,2.1,7.7,16.4,15.5,0.9,0.3,https://www.lawson.co.jp/recommend/original/detail/1510265_1996.html
ふわサクっ！メロンパン,138,https://www.lawson.co.jp/recommend/original/detail/img/l782072.jpg,355,6.5,14.6,50.2,48.8,1.4,0.4,https://www.lawson.co.jp/recommend/original/detail/1504765_1996.html
じゅわバタ塩メロンパン,160,https://www.lawson.co.jp/recommend/original/detail/img/l778356.jpg,470,6.3,31.4,41.4,40.1,1.3,0.9,https://www.lawson.co.jp/recommend/original/detail/1500304_1996.html
チョコチップメロンパン,171,https://www.lawson.co.jp/recommend/original/detail/img/l786208.jpg,366,6.3,11.3,60.6,58.7,1.9,0.4,https://www.lawson.co.jp/recommend/original/detail/1507866_1996.html
メープルナッツメロンパン,171,https://www.lawson.co.jp/recommend/original/detail/img/l791856.jpg,489,7.2,26.1,57.1,55.5,1.6,0.6,https://www.lawson.co.jp/recommend/original/detail/1509548_1996.html
つぶあんぱん,138,https://www.lawson.co.jp/recommend/original/detail/img/l778199.jpg,329,8.4,3.3,68.5,64.5,4,0.6,https://www.lawson.co.jp/recommend/original/detail/1502262_1996.html
もっちドーナツ　こしあん,149,https://www.lawson.co.jp/recommend/original/detail/img/l784377_1.jpg,364,5.6,16.4,49.6,47.4,2.2,0.3,https://www.lawson.co.jp/recommend/original/detail/1506068_1996.html
ツイストドーナツ　カスタード＆ホイップ,149,https://www.lawson.co.jp/recommend/original/detail/img/l771011.jpg,433,5.5,26.6,43.4,42.2,1.2,0.7,https://www.lawson.co.jp/recommend/original/detail/1496098_1996.html
アップルカスタードデニッシュ,138,https://www.lawson.co.jp/recommend/original/detail/img/l782424.jpg,467,7.5,21.1,62.8,60.5,2.3,1.1,https://www.lawson.co.jp/recommend/original/detail/1505624_1996.html
あんクロワッサン,160,https://www.lawson.co.jp/recommend/original/detail/img/l788908.jpg,281,5.5,11,41.3,38.6,2.7,0.6,https://www.lawson.co.jp/recommend/original/detail/1508671_1996.html
ダブルホイップクロワッサン,160,https://www.lawson.co.jp/recommend/original/detail/img/l780171.jpg,468,6,23.8,58.4,56.5,1.9,0.8,https://www.lawson.co.jp/recommend/original/detail/1504505_1996.html
チョコクロワッサン,171,https://www.lawson.co.jp/recommend/original/detail/img/l793997.jpg,341,5.2,19.2,38,35.7,2.3,0.6,https://www.lawson.co.jp/recommend/original/detail/1510081_1996.html
バター香るパンスイス　チョコ＆カスタード,171,https://www.lawson.co.jp/recommend/original/detail/img/l775561.jpg,400,6.4,22.3,44.3,42.6,1.7,0.7,https://www.lawson.co.jp/recommend/original/detail/1498491_1996.html
バター香るクイニーアマン,149,https://www.lawson.co.jp/recommend/original/detail/img/l777553.jpg,379,3.6,25.1,35.2,34.1,1.1,0.8,https://www.lawson.co.jp/recommend/original/detail/1501063_1996.html
十勝バターとたまごの旨じゅわフレンチトースト,149,https://www.lawson.co.jp/recommend/original/detail/img/l757104.jpg,456,9.3,21.6,57.3,55.1,2.2,1.6,https://www.lawson.co.jp/recommend/original/detail/1487303_1996.html
ふんわりコッペ　苺ジャム＆マーガリン,149,https://www.lawson.co.jp/recommend/original/detail/img/l779382.jpg,414,8.2,16.7,58.7,56.7,2,1.1,https://www.lawson.co.jp/recommend/original/detail/1504270_1996.html
ふんわりコッペ　あんこ＆マーガリン,149,https://www.lawson.co.jp/recommend/original/detail/img/l779383.jpg,428,8.9,16.3,62.5,60.2,2.3,1.2,https://www.lawson.co.jp/recommend/original/detail/1504271_1996.html
ふんわりレーズンシュガーパン,138,https://www.lawson.co.jp/recommend/original/detail/img/l791855.jpg,391,9.3,11.4,64.3,61.2,3.1,0.8,https://www.lawson.co.jp/recommend/original/detail/1509281_1996.html
